"STIME"	"NE_ID"	"OBJID"	"A_PARTYLOCATION"	"B_PARTYLOCATION"	"A_PARTYCARRIER"	"B_PARTYCARRIER"	"A_PARTYTECHNOLOGY"	"B_PARTYTECHNOLOGY"	"A_PARTYNUMBER"	"CODEC"	"MCC"	"MNC"	"LAC"	"CELLID"	"CHANNEL"	"SIGNAL_LEVEL"	"CALLTYPE"	"DIALINGTIME_CET"	"CONNECTTIME_CET"	"CALLSETUPDURATION"	"CALLSETUPSUCCESSRATIO"	"CONNECTSETUPDURATION"	"CONNECTSETUPSUCCESSRATIO"	"CALLDROPRATIO"	"CALLSERVICEAVAILABILITY"	"AUDIOLOOPS_AB"	"AUDIOLOOPS_BA"	"MOS_AB"	"MOS_AB_SUM"	"MOS_BA"	"MOS_BA_SUM"	"SPEECHDELAY_AB"	"SPEECHDELAY_AB_SUM"	"SPEECHDELAY_BA"	"SPEECHDELAY_BA_SUM"	"MTEXPECTED_AB"	"MTEXPECTED_BA"	"MTRECORDED_AB"	"MTRECORDED_BA"	"MTSUCCESSRATE"
"190220 08:03"	"CALL"	"240"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 08:03:32"	"2019.02.20 08:03:34"	"1771"	"100"	"1848"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.57"	"7.14"	"49.879"	"99.759"	"62.59"	"125.179"	"12"	"12"	"12"	"12"	"100"
"190220 08:05"	"CALL"	"241"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 08:05:28"	"2019.02.20 08:05:31"	"3238"	"100"	"3272"	"100"	"0"	"1"	"2"	"2"	"3.66"	"7.31"	"3.59"	"7.19"	"68.172"	"136.343"	"56.359"	"112.719"	"12"	"12"	"12"	"12"	"100"
"190220 08:05"	"CALL"	"242"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 08:05:29"	"2019.02.20 08:05:32"	"2994"	"100"	"3110"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.23"	"3.6"	"7.21"	"59.38"	"118.759"	"53.297"	"106.595"	"12"	"12"	"12"	"12"	"100"
"190220 08:05"	"CALL"	"243"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 08:05:29"	"2019.02.20 08:05:33"	"3259"	"100"	"3296"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.27"	"3.65"	"7.3"	"62.151"	"124.302"	"54.474"	"108.949"	"12"	"12"	"12"	"12"	"100"
"190220 08:05"	"CALL"	"244"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 08:05:30"	"2019.02.20 08:05:33"	"3131"	"100"	"3171"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.59"	"7.18"	"62.005"	"124.01"	"57.631"	"115.262"	"12"	"12"	"12"	"12"	"100"
"190220 08:07"	"CALL"	"245"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 08:07:13"	"2019.02.20 08:07:16"	"2922"	"100"	"3068"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.59"	"7.18"	"64.497"	"128.993"	"48.722"	"97.445"	"12"	"12"	"12"	"12"	"100"
"190220 08:07"	"CALL"	"246"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 08:07:13"	"2019.02.20 08:07:17"	"3214"	"100"	"3257"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.62"	"7.24"	"64.423"	"128.846"	"48.264"	"96.529"	"12"	"12"	"12"	"12"	"100"
"190220 08:07"	"CALL"	"247"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 08:07:14"	"2019.02.20 08:07:17"	"3009"	"100"	"3131"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.6"	"7.2"	"65.319"	"130.638"	"48.389"	"96.778"	"12"	"12"	"12"	"12"	"100"
"190220 08:07"	"CALL"	"248"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 08:07:15"	"2019.02.20 08:07:18"	"3137"	"100"	"3178"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.63"	"7.26"	"66.038"	"132.076"	"51.993"	"103.987"	"12"	"12"	"12"	"12"	"100"
"190220 08:09"	"CALL"	"249"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:09:10"	"2019.02.20 08:09:11"	"284"	"100"	"403"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.45"	"8.9"	"47.833"	"95.666"	"49.333"	"98.666"	"12"	"12"	"12"	"12"	"100"
"190220 08:09"	"CALL"	"250"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:09:11"	"2019.02.20 08:09:11"	"274"	"100"	"375"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.49"	"8.98"	"49.187"	"98.374"	"48.469"	"96.937"	"12"	"12"	"12"	"12"	"100"
"190220 08:09"	"CALL"	"251"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:09:12"	"2019.02.20 08:09:12"	"290"	"100"	"409"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.45"	"8.89"	"48.458"	"96.916"	"50.552"	"101.104"	"12"	"12"	"12"	"12"	"100"
"190220 08:09"	"CALL"	"252"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:09:12"	"2019.02.20 08:09:12"	"264"	"100"	"391"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.97"	"4.47"	"8.93"	"48.687"	"97.374"	"48.448"	"96.895"	"12"	"12"	"12"	"12"	"100"
"190220 08:10"	"CALL"	"253"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:10:55"	"2019.02.20 08:10:56"	"330"	"100"	"370"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.5"	"9"	"49.073"	"98.145"	"47.937"	"95.874"	"12"	"12"	"12"	"12"	"100"
"190220 08:10"	"CALL"	"254"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:10:55"	"2019.02.20 08:10:56"	"298"	"100"	"420"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.91"	"4.48"	"8.96"	"48.948"	"97.896"	"47.833"	"95.666"	"12"	"12"	"12"	"12"	"100"
"190220 08:10"	"CALL"	"255"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:10:56"	"2019.02.20 08:10:56"	"264"	"100"	"372"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.46"	"8.93"	"47.198"	"94.395"	"46.823"	"93.646"	"12"	"12"	"12"	"12"	"100"
"190220 08:10"	"CALL"	"256"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:10:56"	"2019.02.20 08:10:57"	"256"	"100"	"370"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.45"	"8.9"	"46.823"	"93.645"	"47.448"	"94.895"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"257"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:01:32"	"2019.02.20 09:01:32"	"278"	"100"	"378"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.47"	"8.94"	"43.615"	"87.231"	"44.687"	"89.373"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"258"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:01:32"	"2019.02.20 09:01:33"	"278"	"100"	"394"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.52"	"9.03"	"46.53"	"93.06"	"47.386"	"94.772"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"259"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:01:38"	"2019.02.20 09:01:38"	"258"	"100"	"386"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.46"	"8.92"	"44.25"	"88.5"	"49.406"	"98.811"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"260"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:01:38"	"2019.02.20 09:01:39"	"277"	"100"	"374"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.91"	"4.49"	"8.97"	"48.156"	"96.311"	"42.125"	"84.25"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"261"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 09:01:50"	"2019.02.20 09:01:51"	"1772"	"100"	"1901"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.15"	"3.57"	"7.13"	"42.497"	"84.993"	"62.18"	"124.361"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"262"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 09:01:50"	"2019.02.20 09:01:52"	"1925"	"100"	"2027"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.23"	"3.61"	"7.23"	"44.142"	"88.284"	"63.607"	"127.215"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"263"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 09:01:51"	"2019.02.20 09:01:53"	"1913"	"100"	"1992"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.61"	"7.22"	"43.955"	"87.91"	"64.951"	"129.903"	"12"	"12"	"12"	"12"	"100"
"190220 09:01"	"CALL"	"264"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 09:01:52"	"2019.02.20 09:01:54"	"1779"	"100"	"1852"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.63"	"7.26"	"43.569"	"87.138"	"63.858"	"127.716"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"265"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:03:14"	"2019.02.20 09:03:15"	"280"	"100"	"376"	"100"	"0"	"1"	"2"	"2"	"4.5"	"9"	"4.5"	"9.01"	"46.478"	"92.955"	"48.293"	"96.586"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"266"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:03:14"	"2019.02.20 09:03:15"	"259"	"100"	"377"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.5"	"8.99"	"49.157"	"98.315"	"47.248"	"94.496"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"267"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:03:24"	"2019.02.20 09:03:24"	"268"	"100"	"383"	"100"	"0"	"1"	"2"	"2"	"4.5"	"9"	"4.43"	"8.85"	"48.549"	"97.098"	"45.982"	"91.964"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"268"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:03:24"	"2019.02.20 09:03:25"	"264"	"100"	"390"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.49"	"8.97"	"45.732"	"91.465"	"49.174"	"98.347"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"269"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 09:03:41"	"2019.02.20 09:03:42"	"1657"	"100"	"1724"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.59"	"7.19"	"48.688"	"97.376"	"57.552"	"115.103"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"270"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 09:03:42"	"2019.02.20 09:03:44"	"1931"	"100"	"1998"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.64"	"7.28"	"50.751"	"101.502"	"58.76"	"117.519"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"271"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 09:03:43"	"2019.02.20 09:03:45"	"1921"	"100"	"2045"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.62"	"7.24"	"48.678"	"97.356"	"60.791"	"121.582"	"12"	"12"	"12"	"12"	"100"
"190220 09:03"	"CALL"	"272"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 09:03:44"	"2019.02.20 09:03:45"	"1798"	"100"	"1907"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.16"	"3.6"	"7.19"	"48.751"	"97.502"	"59.114"	"118.227"	"12"	"12"	"12"	"12"	"100"
"190220 09:06"	"CALL"	"273"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 09:06:04"	"2019.02.20 09:06:07"	"3171"	"100"	"3337"	"100"	"0"	"1"	"2"	"2"	"3.56"	"7.11"	"3.61"	"7.21"	"63.895"	"127.789"	"50.428"	"100.857"	"12"	"12"	"12"	"12"	"100"
"190220 09:06"	"CALL"	"274"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 09:06:04"	"2019.02.20 09:06:08"	"3374"	"100"	"3428"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.61"	"7.21"	"61.968"	"123.935"	"51.23"	"102.461"	"12"	"12"	"12"	"12"	"100"
"190220 09:06"	"CALL"	"275"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 09:06:05"	"2019.02.20 09:06:08"	"2913"	"100"	"3032"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.59"	"7.19"	"62.739"	"125.477"	"52.147"	"104.294"	"12"	"12"	"12"	"12"	"100"
"190220 09:06"	"CALL"	"276"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 09:06:06"	"2019.02.20 09:06:09"	"3196"	"100"	"3239"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.6"	"7.2"	"62.812"	"125.623"	"50.991"	"101.982"	"12"	"12"	"12"	"12"	"100"
"190220 09:08"	"CALL"	"277"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 09:08:04"	"2019.02.20 09:08:07"	"3254"	"100"	"3327"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.62"	"7.24"	"62.593"	"125.186"	"48.907"	"97.814"	"12"	"12"	"12"	"12"	"100"
"190220 09:08"	"CALL"	"278"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 09:08:04"	"2019.02.20 09:08:08"	"3203"	"100"	"3407"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.62"	"7.24"	"62.728"	"125.456"	"49.459"	"98.919"	"12"	"12"	"12"	"12"	"100"
"190220 09:08"	"CALL"	"279"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 09:08:05"	"2019.02.20 09:08:08"	"3331"	"100"	"3378"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.16"	"3.62"	"7.24"	"62.916"	"125.832"	"52.553"	"105.106"	"12"	"12"	"12"	"12"	"100"
"190220 09:08"	"CALL"	"280"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 09:08:06"	"2019.02.20 09:08:09"	"3000"	"100"	"3113"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.58"	"7.17"	"63.802"	"127.603"	"52.396"	"104.793"	"12"	"12"	"12"	"12"	"100"
"190220 09:10"	"CALL"	"281"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:10:03"	"2019.02.20 09:10:03"	"272"	"100"	"364"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.46"	"8.92"	"48.698"	"97.395"	"47.323"	"94.645"	"12"	"12"	"12"	"12"	"100"
"190220 09:10"	"CALL"	"282"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:10:03"	"2019.02.20 09:10:03"	"311"	"100"	"429"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.45"	"8.9"	"47.573"	"95.145"	"48.583"	"97.166"	"12"	"12"	"12"	"12"	"100"
"190220 09:10"	"CALL"	"283"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:10:04"	"2019.02.20 09:10:04"	"262"	"100"	"383"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.51"	"9.02"	"48.667"	"97.333"	"48.594"	"97.187"	"12"	"12"	"12"	"12"	"100"
"190220 09:10"	"CALL"	"284"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 09:10:04"	"2019.02.20 09:10:04"	"263"	"100"	"388"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.46"	"8.93"	"51.073"	"102.145"	"48.948"	"97.895"	"12"	"12"	"12"	"12"	"100"
"190220 09:11"	"CALL"	"285"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:11:51"	"2019.02.20 09:11:51"	"263"	"100"	"406"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.47"	"8.95"	"47.562"	"95.124"	"46.458"	"92.916"	"12"	"12"	"12"	"12"	"100"
"190220 09:11"	"CALL"	"286"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:11:51"	"2019.02.20 09:11:52"	"313"	"100"	"474"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.51"	"9.02"	"45.813"	"91.625"	"47.563"	"95.125"	"12"	"12"	"12"	"12"	"100"
"190220 09:11"	"CALL"	"287"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:11:51"	"2019.02.20 09:11:52"	"336"	"100"	"455"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.91"	"4.48"	"8.96"	"46.958"	"93.916"	"46.354"	"92.708"	"12"	"12"	"12"	"12"	"100"
"190220 09:11"	"CALL"	"288"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 09:11:52"	"2019.02.20 09:11:52"	"265"	"100"	"370"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.05"	"4.48"	"8.96"	"45.708"	"91.416"	"48.094"	"96.187"	"12"	"12"	"12"	"12"	"100"
"190220 10:01"	"CALL"	"289"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 10:01:18"	"2019.02.20 10:01:18"	"297"	"100"	"434"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.48"	"8.96"	"44.033"	"88.066"	"48.383"	"96.766"	"12"	"12"	"12"	"12"	"100"
"190220 10:01"	"CALL"	"290"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 10:01:18"	"2019.02.20 10:01:18"	"289"	"100"	"397"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.45"	"8.91"	"45.113"	"90.225"	"42.762"	"85.525"	"12"	"12"	"12"	"12"	"100"
"190220 10:01"	"CALL"	"291"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 10:01:27"	"2019.02.20 10:01:28"	"267"	"100"	"372"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.49"	"8.97"	"48.536"	"97.073"	"41.984"	"83.967"	"12"	"12"	"12"	"12"	"100"
"190220 10:01"	"CALL"	"292"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 10:01:28"	"2019.02.20 10:01:28"	"310"	"100"	"390"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.46"	"8.92"	"45.234"	"90.467"	"49.547"	"99.094"	"12"	"12"	"12"	"12"	"100"
